selected_text,analyzed_polarity,sentiment_class
t. poor thing not gonna have a choice for much longer though,-0.1,negative
: and this year I have summer school.,0.0,neutral
nice big screen!,0.3,positive
im not a cookie so i wont comment  heh. who were those 2 girls who sang Crush btw? wud u know?,0.0,neutral
"trying to do the same thing, running an online business as well as running a regular business in the 'real' world",0.06666666666666667,positive
hee hallo,0.0,neutral
I`m really impatient lol,0.30000000000000004,positive
cry,0.0,neutral
e awesome,1.0,positive
reasonable,0.2,positive
i just won a basketball game,-0.4,negative
sad!,-0.625,negative
do mmmmmmmmmmmm cookie...,0.0,neutral
#�NOMBRE?,0.0,neutral
@ poll : was trying to get it to work in a powerpoint to no avail.,0.0,neutral
"yeah the freedom is awesome,",1.0,positive
"not cool, Mark, this song is going to be stuck in my head all day. but I love you, anyway... is it Star Wars Day today? cool",0.225,positive
Dentist   but the chicks hot so thats a plus,0.25,positive
dang that burrito and toaster strudle(sp?) was just a tease im still hungry,0.0,neutral
Look forward to seeing the resume!,0.0,neutral
"Wolverine wasn`t a great movie, I don`t think it was as bad as everyone is saying...& at least Taylor Kitsch was in it",-0.0666666666666666,negative
I have now realized I am not cool enough to ever get a shout out from   (this player will not be playing on! hahahah),-0.0875,negative
.hope,0.0,neutral
a great,0.8,positive
n hoping for the best,1.0,positive
sucks,-0.3,negative
A big ginger and white male cat and a little female tortoiseshell. Both indoor cats and rule the house,-0.0375,negative
@_Cantus_  all i hear is coffee brewing at my end,0.0,neutral
Celebrated,0.35,positive
impressed,1.0,positive
I think I`m running a fever and not feeling so well!,0.0,neutral
I would if I was home,0.0,neutral
HAHA I took the quiz on fb and missed the mcfly one,0.2,positive
It just hit me that I am leaving conti...     boooooooo.,0.0,neutral
"I can`t believe how many people think it is great that I passed the quiz, 'how blond are you?' on Facebook.  I am very blond!",0.5166666666666667,positive
Thanxx,0.0,neutral
Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act`s new broadway show,0.31212121212121213,positive
love,0.5,positive
is on air,0.0,neutral
"I hate knowing my weekends gonna be ****,",-0.8,negative
", got a video tape with fungus badluck",0.0,neutral
I can`t sleep... And now????,0.0,neutral
Happy,0.8,positive
Tummy hurts,0.0,neutral
miss,0.0,neutral
Is watching the cat in the hat,0.0,neutral
is having a jam session in her room and then seeing star trek...again,0.0,neutral
I thought all the Apple Store and/or Best Buy guys wanted on?!,1.0,positive
So... Inconclusive. There`s still a chance i`ll need surgery. I see the doctor again in 3 weeks for more x-rays.,0.5,positive
u!  shee,0.0,neutral
That will make things fair. My poor Tiger has no claws or nutz,0.14999999999999997,positive
gained,0.0,neutral
`Luv,0.0,neutral
Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3,0.3125,positive
The pics should be up later today at www.dosriosrestaurant.com!,0.0,neutral
I am having the TIME of my LIFE,0.0,neutral
OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,0.0,neutral
_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me,0.0,neutral
Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment,0.234375,positive
"time to relieve stress at the gym!! Someone should write speeches, take exams and do research for me",0.0,neutral
#�NOMBRE?,0.0,neutral
_**** I`m leaving at half 10  but I have to get ready and things,0.016666666666666677,positive
!  enjoy,0.4,positive
"it`s stable, faster than 2.x and working.",0.0,neutral
hey im back on.. but msn won`t work  darn msn haha. can`t stop thinking about 3d movie haha!,0.15,positive
help!!,0.0,neutral
HAPPY,0.8,positive
e me sad..,-0.5,negative
I need a Xanax and have none,0.0,neutral
No! Why?,0.0,neutral
e afraid,-0.6,negative
t better,0.5,positive
love,0.5,positive
night,0.0,neutral
e! Yum yum yum,0.0,neutral
because it`s so short and pleasing,0.0,neutral
cooked my own Lunch todayy  Givin` my mum a relaxin` dayy.,0.6,positive
killen,0.0,neutral
_A4L Hey Anne! I stayed up 2 try 2 arrange 4 some NYC Archies 2 get tix 2 the concert. Logged off @ 2.30 but only fell asleep @ 5am,0.0,neutral
I`m totally going to bed right now.,0.14285714285714285,positive
sucks.,-0.3,negative
"sorry,",-0.5,negative
Tonight was fun,0.3,positive
"I`m sitting in altanta. It`s raining in boston. Yay for flying in the rain, that should help with my fear.",0.0,neutral
im sad  you didnt text today.,-0.5,negative
You will know me and Kristi in Raleigh... right??,0.2857142857142857,positive
hope,0.0,neutral
"Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can`t support it.",0.8,positive
That mango shake made ALL the difference.,0.0,neutral
what a great day for a massage! bo,1.0,positive
forgot,0.0,neutral
_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe,0.125,positive
See that traffic northbound? That`s my commute,0.0,neutral
poor,-0.4,negative
anytime!.. literally hahaha,0.2,positive
after the shot calmin down!,-0.19444444444444448,negative
thanks a lot,0.2,positive
my stomach hurts,0.0,neutral
Lol.,0.8,positive
Dude. everyone could. it wasn`t ment to be bad..,-0.6999999999999998,negative
worth,0.3,positive
I`m not happy,-0.4,negative
hopefully,0.0,neutral
http://twurl.nl/goljwp is what i get when i try to add a new post,0.13636363636363635,positive
ly coo,0.0,neutral
If you`re going to actually read them you have to at least sign up  no fair!,-0.24583333333333335,negative
sadly,-0.5,negative
Beatrice?? I don`t remember his guide,0.0,neutral
I`m good thank you,0.7,positive
grrrrrrr,0.0,neutral
feet hurt,0.0,neutral
_double as if there are any other kind  http://myloc.me/Fkl,0.15833333333333333,positive
happy,0.8,positive
So slpy 2day  zzzz,0.0,neutral
awesome,1.0,positive
I went green yesterday and I was out so I missed it  do I get another certificate????,-0.2,negative
Goodnight,0.0,neutral
hahahahahaha,0.0,neutral
I know!  I can read bt I can`t sit outside coz I gota answer the phone,0.0,neutral
"I love the humor,",0.5,positive
I love him so so much.,0.35,positive
Too cute!,0.625,positive
snappy,0.0,neutral
sorry bout your cat !,-0.625,negative
get my wii fit in couple of hours!,0.5,positive
LAME.,-0.5,negative
watching it rain,0.0,neutral
"hi, the parody for iPhone is hysterical, not because it`s funny, but because one cannot play the video on iPhone",-0.375,negative
why wouldn`t I?,0.0,neutral
best,1.0,positive
?and make your own pledge while you`re at it!,0.75,positive
u don`t love me  no follow..how was your night? ;-),0.375,positive
Had fun,0.3,positive
"Work, work, work",0.0,neutral
doable,0.0,neutral
: 3 hrs to go pa ako,0.5,positive
Haha I should. But I won`t. lol Then I might miss something.,0.5,positive
On the way to see my grandparents,0.0,neutral
Listening to Someday We`ll Know... It`s raining!!!!,0.0,neutral
excited,0.375,positive
morning.any plans for today?,0.0,neutral
"I know, but I wanna finish bsg first",0.25,positive
watching them die is a nightmare.,0.0,neutral
!   NOT GO,0.0,neutral
www.youtube.com/watch?v=6UrRxta8doM this was the first 1!,0.3125,positive
Stressed,0.0,neutral
cryy*,0.0,neutral
I don`t want to go to the 3-hour lecture,0.0,neutral
fave,0.0,neutral
Nothing beats spending an evening with my mom,0.0,neutral
I`m here if ur here for me!,0.0,neutral
.sorry,0.0,neutral
"Really tired, and need to be up in the morning... Off to bed. Good Night All!!!",0.3,positive
a best,1.0,positive
new book in the pocket,0.13636363636363635,positive
Good,0.7,positive
I`m not convinced `140 chars and less` replies are conversation,-0.16666666666666666,negative
feeling sick. headache. bored. tireddd,-0.6071428571428572,negative
"thanks,",0.2,positive
I just single handedly killed 4 flies and a crane fly with my hairbrush!! I`m gonna go disinfect it now...but bugs beware!!,0.24285714285714285,positive
it was nice to meet you tonight & thanks!!,0.45625,positive
Mouth hurts,0.0,neutral
"love is like a war,,easy to begin, hard to end..fiuuhh...",0.10416666666666666,positive
why that`s a halo,0.0,neutral
happy,0.8,positive
miss,0.0,neutral
amusing.,0.6,positive
"NOT happy,",-0.4,negative
Today feels like friday. Too bad its not,-0.6999999999999998,negative
best,1.0,positive
They are out of ice cream at the Crazy Mocha in SS. This means no Espresso Milkshake..,-0.6,negative
i love,0.5,positive
wish I said 9am. I`m beat.,0.0,neutral
Too broke fo,0.0,neutral
failed.,-0.5,negative
"weekend, bought Lost Odyssey, YAY  ------- however, my 360 RROD`ed on me  it`s the second time",0.0,neutral
l~blessings,0.0,neutral
"thanks,",0.2,positive
Awwwwwwwwwwe  That okay. I missed bullet`s concert,0.5,positive
dont wanna,0.0,neutral
"Ready, Set.... hmmm DELAY",0.2,positive
if she sees that she will cry! lol,0.8,positive
thanx,0.0,neutral
Making a birthday song to a special person!!,0.5580357142857143,positive
t`s depressi,0.0,neutral
Im downloading manually the oooiifull.mp4 movie by  as it seems the only way to see it fully,0.0,neutral
love,0.5,positive
: psh...didn`t even pay for me though,0.0,neutral
:``( please forgive me  I`m sorry,-0.5,negative
I`m such a spazz,0.0,neutral
good,0.7,positive
nice,0.6,positive
e creative,0.5,positive
i loudly said something & my coworker replied 'i dont know brian klemm! But even I love brian klemm!'  ( _0_Tronic ),0.375,positive
. Can`t be a victim like your people.,-0.07500000000000001,negative
Extremly deep,0.0,neutral
sucks,-0.3,negative
"im sure  s`okay, ill save my $$ and before u know it weiss will be mine.",0.0,neutral
disspointed,0.0,neutral
i dnt think i can ever get tired of'The Climb'its just 1 of those sngs u`ll always remember  ...,-0.4,negative
hasn`t,0.0,neutral
I`m bored. No internet. I haven`t made it downtown or to the beach yet.,-0.5,negative
initial rant.,0.0,neutral
o terrible,-1.0,negative
"weeooow, i feel fat.... i remember when i used to weigh that much  pfffffffffffffffffffffftttttttt long time ago, hahaha",0.11666666666666668,positive
"ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer",0.26666666666666666,positive
my heart sings,0.0,neutral
congratss.,0.0,neutral
Good Morning,0.7,positive
rubbish!,0.0,neutral
salt and vinegar,0.0,neutral
no fun,-0.15,negative
storming,0.0,neutral
suck,0.0,neutral
amazing!,0.7500000000000001,positive
hardly,-0.2916666666666667,negative
"oh no!!!! i hope its not too baad, tell mya i hope she`s gets better soon",0.5,positive
sucks,-0.3,negative
The first officially beautiful day of the year and I`m stuck inside the office    A Magners and BBQ will make up for it!,0.625,positive
is watching the jonas brothers special on sky movies,0.35714285714285715,positive
I`m packed up & leaving my Canterbury office & my fab QA&V colleagues for the last time   A great bunch of people. I will miss you ****,0.4,positive
Hi to you too.,0.0,neutral
deceiving,0.0,neutral
good,0.7,positive
!  I`m Awesome,1.0,positive
hoping,0.0,neutral
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,0.6354166666666666,positive
headache.,0.0,neutral
I`ll stop the world and melt with you...the cure,0.0,neutral
"Was late today, due to construction!!!",-0.2720703125,negative
no fun!,-0.1875,negative
I`m soooo bored.,-0.5,negative
HAPPY,0.8,positive
welcome to the family new pillow,0.4681818181818182,positive
awesome!,1.0,positive
& happy mommy`s day,0.8,positive
ya I just NEVER play it...I`m basically only using my PS3 these days,0.0,neutral
sad,-0.5,negative
aaahh i know!! i was spose to but i had to take my dad to the airport.  next weeek fasho!,0.0,neutral
"****. I had 11 goldfish.  Oh well, that`s my dinner. Anyways! Check out my blog yoooo",0.0,neutral
Hiya! You might want to delete and retweet - the link to your blog doesn`t work,0.0,neutral
I need a hug  I`m doing my junior cert this week and I`m totally stressed out,0.0,neutral
man that **** hurts!,0.0,neutral
My guess is that its because Sara makes a mention of mariage proposals on her site.,0.0,neutral
my sole supporter is not my sole supporter,0.0,neutral
.  Thank,0.0,neutral
Friday night... And I`m not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe.,0.0,neutral
Good,0.7,positive
I really wish i would hear from josh,0.2,positive
shame,0.0,neutral
i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,-0.16785714285714287,negative
excited,0.375,positive
perfectly,1.0,positive
appreciate and love her.,0.5,positive
"check out her new song 'sentimental, wat-a-joke-ental' she`s a fren",-0.05681818181818182,negative
. You`re a fantastic actor,0.4,positive
PH and I are having a macaron smackdown...except he is not aware of it...It`s all being played out in my head,-0.125,negative
sick,-0.7142857142857143,negative
good,0.7,positive
no problem.  i wasn`t really sure what i was doing.  it was some application on the twibe page.,0.5,positive
that sounds cool!,0.4375,positive
da bomb u,0.0,neutral
That sucks to hear. I hate days like that,-0.55,negative
wat the hell,0.0,neutral
Could`ve said hi. We`re off down south tho,-0.15555555555555559,negative
AMAZING,0.6000000000000001,positive
i want a marty mcflyy t-shirt.,0.0,neutral
Everyone is here. We`re off to party now,0.0,neutral
YAAAY!,0.0,neutral
disturb,0.0,neutral
feels ****! an,0.0,neutral
Would be nice to see you.,0.6,positive
hates me,0.0,neutral
Happy,0.8,positive
die.,0.0,neutral
i thought you liked the name,0.6,positive
my mom fell down the stairs today & broke her toe. ugh,-0.15555555555555559,negative
Ill in bed my stomach is killing me,-0.5,negative
Here`s  and  at our evening drink on Thursday night in London.  http://twitpic.com/4wrrp,0.0,neutral
? i like,0.0,neutral
t scared,0.0,neutral
I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,0.0,neutral
Loves,0.0,neutral
lol... hell yeah!,1.0,positive
omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,0.33035714285714285,positive
"another week, another org change discussion....",0.0,neutral
tired,-0.4,negative
I`m sorry about your car. I feel for you..,-0.5,negative
It`s **** cold here,-0.6,negative
", I`m so thankful I can count on you, love ya boo",0.5,positive
"Pizza parties went well, but still invisible  I might as well be out with a bag over my head. Whatever!",0.0,neutral
"Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!",0.3125,positive
excellent,1.0,positive
back to work,0.0,neutral
hi babe how you doing,0.0,neutral
ohh my phone isn`t working,0.0,neutral
I hate,-0.8,negative
not going to be fun,0.3,positive
Thanks for all the well wishes,0.2,positive
"Hehehe  I didn`t really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in",0.375,positive
me either,0.0,neutral
its not happening,0.0,neutral
just got home from the last day of school.  graduation tomorrow.,0.0,neutral
No money... and No Car...,0.0,neutral
i don`t feel very well right now,0.24285714285714285,positive
Reached Bangalore!! Now gotta hunt for rooms,0.0,neutral
Hey hey get tickets to ALL TIME LOW when they`re in Aussie kay. www.myspace.com/destroyalllines Yup. Go there get tickets,0.0,neutral
working on homework!!!,0.0,neutral
"Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!",0.0,neutral
"My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else >.",0.0,neutral
haha that`s because you also look amazing in it! have fun!,0.4416666666666667,positive
LOVE,0.5,positive
ive finished them now,0.0,neutral
sorry,-0.5,negative
"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",0.13636363636363635,positive
.perfect,0.0,neutral
missing,-0.2,negative
lamentablemente paso  #jrztwitterlunch,0.0,neutral
hard,-0.2916666666666667,negative
is about to go duster shoppping in greenhills with my Mom for Balikbayans,0.0,neutral
says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,0.0,neutral
trading below $1.00 at only $.88 per share!!,0.0,neutral
Sorry,-0.5,negative
"I feel like drinking wine, but I don`t have any.",0.0,neutral
you are so right!,0.3571428571428571,positive
In denial,0.0,neutral
not yet. im still loading it.  have you?,0.0,neutral
hungry,0.0,neutral
I hope for a speedy recovery for you!,0.0,neutral
"is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr",0.125,positive
"kid`s class is going on field trip today ~ and for once, I was smart enough to not volunteer to help!",0.10714285714285714,positive
", is pray for you....",0.0,neutral
thankfully it`s just a really bad sinus infection.,-0.6999999999999998,negative
"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",0.0,neutral
****. She got it on the first try.,0.25,positive
Bummed I won`t be there.,0.0,neutral
miss,0.0,neutral
i`m so hungry,0.0,neutral
Your Right!,0.3571428571428571,positive
sorry,-0.5,negative
problem,0.0,neutral
Oh wow they are really good  I think Im going to use one of them lol.,0.5333333333333333,positive
"It`s clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much",0.33999999999999997,positive
I hate June gloom. I was getting so excited for the beach.,-0.18611111111111112,negative
Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.,-0.1875,negative
is back from TAFE and has bowling in about an hour,0.0,neutral
love for vintage books..,0.5,positive
I have no money,0.0,neutral
appreciated!,0.25,positive
it was apparently a request by the guests,0.05,positive
your vid wont play,0.0,neutral
is not having a good day... I havent had a good week forreal!!,0.85,positive
Can`t  No money to spend.,0.0,neutral
short stack.,0.0,neutral
stuck in,0.0,neutral
"PLEASE PLEASE, ANYONE?",0.0,neutral
so afraid,-0.6,negative
im missing tennessee ALOT today,-0.2,negative
"_uk Yeah, but it`s Myst!",0.0,neutral
night honey..see ya tomorrow,0.0,neutral
so I tried jumping without the trampoline and its like thud* thud*  shouldn`t have eaten that cookie.  http://myloc.me/1XIz,0.0,neutral
_ that is the truth.,0.0,neutral
but mum just burned some bacon... smoke alarm`s a ****,0.0,neutral
"don`t worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!",-0.38776041666666666,negative
Im glad,0.5,positive
happy,0.8,positive
a lazy day,-0.25,negative
ts 35 now.   ilycecily <3,1.0,positive
Hi Kate  How are you?,0.0,neutral
"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.",-0.0625,negative
did I miss something??,0.0,neutral
"They came out cold  The cheese sauce was good, though.",0.04999999999999999,positive
"we had scones this afternoon!! they were great  we`re gonna make cupcakes this week, on Wednesday!",1.0,positive
sickness,0.0,neutral
kayla & I went to go visit you but they wouldn`t let us in school!,0.0,neutral
Santa monica bound,0.0,neutral
"yeah i`m not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet",0.25,positive
Followed by the great Super Mazembe. One of the favorites around here  ?,0.5666666666666667,positive
"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",-0.203125,negative
"Forced myself out of bed this morning, but failed to cycle in. ****.",-0.4,negative
"I get another pack of geography test, so I have to correct it on the weekend.",0.0,neutral
HAPPY Mother Day to,0.8,positive
I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,0.5,positive
wonderful,1.0,positive
Love that song! Happy Monday,0.7125,positive
"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly",-0.5,negative
great,0.8,positive
Hello Everybody   `Tis a cloudy day here in Amanzimtoti today.,0.0,neutral
wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out,0.2,positive
it was gone,0.0,neutral
:  i know i*m late but i didn`t had internet. so happy bithday to you and pierre!,0.35,positive
Burp the Frog,0.0,neutral
.... It was just alriiightt,0.0,neutral
horrid headache wi,0.0,neutral
i keep coughing my guts up,0.0,neutral
OMG i want to go too!  hahaha,0.2,positive
Is anyone`s #visialvoicemail working. Have done the sync. Turned off & on. But still not going  Help?,0.0,neutral
at the #manics gig.  Toasting your speedy recovery - sorry you can`t be here,-0.5,negative
all time low mean so **** much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,0.2975,positive
too bad the weather sucks..,-0.4999999999999999,negative
RIP Robin,0.0,neutral
Yes yes Is. Ima Guna Be On For a While Lol.,0.8,positive
I hope some day my mom will get this message!,0.0,neutral
hurts,0.0,neutral
pretty,0.25,positive
develop,0.0,neutral
i keep thinking about FOOD! i made myself some tea,0.0,neutral
Didn`t want it to end.,0.0,neutral
not cool.   Hope you feel bette,-0.175,negative
on the way to nanny  school starts tomorrow! one step closer to being a teacher!,0.0,neutral
woo.,0.0,neutral
tour got canceled,0.0,neutral
! I Think I Re-Ripped something !!! Yeah THAT !!,0.0,neutral
",  Best Holy Day wishes to you all",1.0,positive
I GOT IT! i hope i get off of work in time for UP   want my job,0.0,neutral
transcribing my tenth (and last) report for the night,0.0,neutral
disagree,0.0,neutral
fml my,0.0,neutral
Horrid dream.,0.0,neutral
welcome.,0.8,positive
Your guides are truly many times a lifesaver to me,0.5,positive
"Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB",-0.21851851851851853,negative
Wish,0.0,neutral
good good!!,0.85,positive
i was studying computing this year...bring as feck!! changing to plant science  next year,0.0,neutral
!    They are all amazing peopl,0.6000000000000001,positive
I couldn`t register,0.0,neutral
Wishing,0.0,neutral
Here are the cupcakes I made.  http://twitpic.com/4w425,0.0,neutral
"Well, there goes *that* shirt. Haha",0.2,positive
Poltergeist!,0.0,neutral
_Nicole I have to close my eyes when I watch it,0.0,neutral
love,0.5,positive
yea.. I will    ha,0.0,neutral
wished to go,0.0,neutral
thanks,0.2,positive
blast,0.0,neutral
Dump this blackberry and uses an iPhone? Basically it compliment each other.  I think.,-0.125,negative
#�NOMBRE?,0.0,neutral
hope,0.0,neutral
what are these ones called?   http://twitpic.com/4wauk,0.0,neutral
"Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~",-0.1,negative
love,0.5,positive
Doh! I`m an inside job LOLzor.,0.0,neutral
im trying to put up a pic but it wont work!!!!,0.0,neutral
"bad,",-0.6999999999999998,negative
nice,0.6,positive
Happy,0.8,positive
Happy!,1.0,positive
Sigh,0.0,neutral
likes,0.0,neutral
I`ll go now.I`ll watch teen nick!,0.0,neutral
"Thankyou,",0.0,neutral
I loved johnny carson now I`m going to hate seeing jay leno go  (via ) that`s what I was waiting for someone to say!,-0.15000000000000002,negative
Fell off the wagon and had a Maccy`s!! : Fell off the wagon and had a Maccy`s!!,0.0,neutral
<<< Just like in HIMYM,0.0,neutral
oh yeah them too. LOL,0.8,positive
proud of,0.8,positive
No.  Just sitting around sculpting tiny koi.,0.0,neutral
complaining.,0.0,neutral
hoping,0.0,neutral
did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,0.0,neutral
funny,0.25,positive
sorry,-0.5,negative
t was awesome,1.0,positive
omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,0.4375,positive
"Work, work. Me not that kind o` orc.",0.6,positive
love,0.5,positive
.  r.i.p.,0.0,neutral
Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,0.10416666666666667,positive
My next tweet must be something really special.,0.17857142857142858,positive
"LOL, point at yourself and laugh!",0.5875,positive
The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,-0.02666666666666665,negative
is on the phone,0.0,neutral
g fun,0.3,positive
okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:,0.25,positive
got a surprising and sad news on a Friday,0.09999999999999998,positive
poor,-0.4,negative
had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,0.6,positive
good,0.7,positive
is trying to make this sunday last 48hours,0.0,neutral
"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!",0.1421875,positive
Thanks bro.,0.2,positive
good,0.7,positive
Yum,0.0,neutral
hurtful!,0.0,neutral
I`m only 6` 0',0.0,neutral
SICK.,-0.7142857142857143,negative
Just came back from school.... Packing for my dad`s house,0.0,neutral
"at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs",-0.09999999999999999,negative
miss,0.0,neutral
"Hi, California is cool! Here in Budapest/Hungary it`s too cold and cloudy today  but usually it`s hot in the summer)",-0.040624999999999994,negative
i am seeing you in sydney in 12 days for the third time,0.0,neutral
On the way to my aunty`s,0.0,neutral
I love that we just get a little peek of your dimple,0.15625,positive
GOOD,0.7,positive
decent weather.,0.16666666666666666,positive
congrats!,0.0,neutral
Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,0.0,neutral
", sorry",-0.5,negative
i love playing games in the dark.,0.175,positive
fun,0.3,positive
totally agree,0.0,neutral
yea me too  lol,0.8,positive
broken,-0.4,negative
"**** YEAH DUDE!!! I would ask how it was, but I already **** know!  How`re you?",0.0,neutral
ugh some stupid teenagers just showed up.,-0.7999999999999999,negative
At work as always,0.0,neutral
.these dudes are clowns,0.0,neutral
cold & raining in inglewood,-0.6,negative
You are the First to know that SinhalenFOSS ep22 is out with the big news. http://tr.im/kpoR,0.125,positive
"Yup, indeed, like train announcements: Shortly we will arrive in",0.0,neutral
yum!,0.0,neutral
. Nice people up there.,0.6,positive
NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,-0.5,negative
amazing,0.6000000000000001,positive
wait till england WC t20,0.0,neutral
Happy Friday!,1.0,positive
"yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it",0.0,neutral
worth,0.3,positive
Why do I always have a headache?,0.0,neutral
.let`s make it an awesome nite,1.0,positive
wat the!,0.0,neutral
Just work up,0.0,neutral
everything is fine,0.4166666666666667,positive
l hopefully,0.0,neutral
night to  - the light dims as you leave the chat room,0.4,positive
Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,0.023094223484848464,positive
it would be cool,0.35,positive
were fab,0.0,neutral
Wow.,0.1,positive
wishing i was karen from will&grace,0.0,neutral
"Thanks,",0.2,positive
is going to run a circle...also...ab zum Spooohort.,0.0,neutral
Good,0.7,positive
"Ya, the weather has been super weird here.",-0.08333333333333334,negative
"no, sry, didn`t feel well at all.",0.0,neutral
a good,0.7,positive
Chem wasn`t better than physics. And now I`m so tired.,0.04999999999999999,positive
The Climb is sooo good!,0.875,positive
yeah I`m fine not to raid most things. Excepting liquor and cheese & bacon balls,0.45833333333333337,positive
"Boo, on both counts.",0.0,neutral
Oh god! The cheesy disco music has started,-0.5,negative
patient,0.0,neutral
Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,-0.4375,negative
r -_- apparently it needed break from U huh!,0.0625,positive
"Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...",0.11666666666666665,positive
I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,-0.16666666666666666,negative
good.,0.7,positive
At the movies. . . About to watch Star Trek!,0.0,neutral
fun..,0.3,positive
damm,0.0,neutral
hope,0.0,neutral
its really hard to concentrate rite now,-0.2916666666666667,negative
"Weird,",-0.5,negative
Amazing.,0.6000000000000001,positive
lame,-0.5,negative
had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,0.16666666666666666,positive
boo,0.0,neutral
"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",0.2130681818181818,positive
THIS CALLS FOR A HIGH FIVE!,0.2,positive
Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be,0.25,positive
a sad,-0.5,negative
thanks neemah.,0.2,positive
wow.,0.1,positive
Buying my first mac,0.25,positive
all the shows I`m going to have to miss because I`m broke.,0.0,neutral
Poor Lil J-Man has a fever. I can`t wait to go home and hold the little man!,-0.3171875,negative
just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,0.375,positive
yay,0.0,neutral
i was in a hospital for a week and a half pretty much on the virge of dying.,0.09444444444444444,positive
Can`t wait,0.0,neutral
Love,0.5,positive
http://twitpic.com/67jzp McFly concerts through the years [H]... Don`t have my `06 one though  :/,-0.25,negative
_chick Hello,0.0,neutral
s hoping,0.0,neutral
Y CANT WE ALL JUST GET ALONG,0.0,neutral
probably why he`s still married to Joan perhaps?,0.25,positive
Tooo cute!,0.625,positive
Hate washing my hair! Because then it has to be dried & straightened.  And then i find the grey hairs in the middle layers of my hair,-0.3125,negative
Oh I`m on a roll now with these oldies!  ? http://blip.fm/~5jeu7,0.0,neutral
(((HUGS))),0.0,neutral
